id	objectName	roomName	taskName	frequency	workType	description	objectId	roomId
"cmgyu6vu902qzvyjoqpg2goai"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Коридор"	"влажная уборка"	"Ежедневно 1 раз в день"	"Уборка"	"влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu79p80301vyjoowzh3zue"
"cmgyu6jhx02j1vyjodo2685ho"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Раздевалки"	"Влажная уборка"	"Еженедельно"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu775v02ydvyjo8bwt3shq"
"cmgyu6lm302kfvyjo4asewr8l"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Борцовский зал"	"Влажная уборка"	"Еженедельно"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu78xv02zjvyjoh4n2sskr"
"cmgyu6j5q02itvyjo6qz11mhx"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Зал Конференций заводоуправления"	"Влажная уборка"	"Еженедельно"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7c2i031lvyjomaj4g3bj"
"cmgyu6itl02ilvyjovu4oamca"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Лестничный марш"	"Влажная уборка"	"Еженедельно"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7apw030pvyjoo11v398n"
"cmgyu744902wdvyjoio4408bq"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Большой игровой зал"	"Влажная уборка"	"Еженедельно"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7aao030fvyjoh0k1g83t"
"cmgyu6kfc02jnvyjo7ikt14vl"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Коридор"	"Влажная уборка"	"2 раза в день по графику"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu79p80301vyjoowzh3zue"
"cmgyu6hgx02hpvyjoloagm1wb"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Кабинет №1"	"Влажная уборка"	"Ежемесячно"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu77r702yrvyjokf2pnldj"
"cmgyu6iqj02ijvyjolsbyt8ab"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Большой игровой зал"	"Влажная уборка"	"Ежемесячно"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7aao030fvyjoh0k1g83t"
"cmgyu723b02v3vyjodny2h00u"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Борцовский зал"	"Влажная уборка"	"3 раза в неделю"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu78xv02zjvyjoh4n2sskr"
"cmgyu75n102xdvyjox6ybp8xx"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Раздевалки"	"Влажная уборка"	"1 раз в месяц дневная уборка"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu775v02ydvyjo8bwt3shq"
"cmgyu75q402xfvyjopx74mw56"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Мужской туалет (4 кабинки)"	"Влажная уборка"	"Еженедельно"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu789h02z3vyjoypubw100"
"cmgyu75t502xhvyjo3mk4u4ub"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Женский туалет (2 кабинки)"	"Влажная уборка"	"1 раз в неделю дневная уборка"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu780c02yxvyjo8genocr6"
"cmgyu76bf02xtvyjowu2j8v0j"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Коридор"	"Влажная уборка"	"1 раз в день дневная уборка"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu79p80301vyjoowzh3zue"
"cmgyu76qn02y3vyjo60gr8v15"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Большой игровой зал"	"Влажная уборка"	"1 раз в день дневная уборка"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7aao030fvyjoh0k1g83t"
"cmgyu7bka0319vyjo7kuvafcy"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Душевые"	"Влажная уборка"	"1 раз в неделю дневная уборка"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu78im02z9vyjoamj6htvq"
"cmgyu76wp02y7vyjoedt9owq6"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Лестничный марш"	"Влажная уборка"	"1 раз в неделю дневная уборка"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7apw030pvyjoo11v398n"
"cmgyu7bzg031jvyjo1nyzbwe0"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Коридор"	"Влажная уборка"	"1 раз в месяц дневная уборка"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu79p80301vyjoowzh3zue"
"cmgyu73y602w9vyjopouboyyl"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Коридор"	"Влажная уборка"	"По необходимости 1 раз в неделю"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu79p80301vyjoowzh3zue"
"cmgyu6ini02ihvyjo5lweuxmm"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"подсобка"	"Влажная уборка"	"Еженедельно"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu79yd0307vyjo2ame446n"
"cmgyu6ihf02idvyjo6yj7jmed"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Борцовский зал"	"Влажная уборка"	"3 раза в неделю"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu78xv02zjvyjoh4n2sskr"
"cmgyu6jx302jbvyjo11e2fq3q"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Душевые"	"Влажная уборка"	"Еженедельно"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu78im02z9vyjoamj6htvq"
"cmgyu6k3502jfvyjov7mfgm48"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Борцовский зал"	"Влажная уборка"	"Еженедельно"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu78xv02zjvyjoh4n2sskr"
"cmgyu6l3u02k3vyjontukgs6r"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Кабинет/вахта"	"Влажная уборка"	"Еженедельно"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu76kk02xzvyjo3a7ugb75"
"cmgyu6ju102j9vyjo8chpdw95"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Мужской туалет (4 кабинки)"	"Влажная уборка"	"1 раз в день"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu789h02z3vyjoypubw100"
"cmgyu6krm02jvvyjomlc8ka32"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Зал Конференций заводоуправления"	"Влажная уборка"	"1 раз в день"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7c2i031lvyjomaj4g3bj"
"cmgyu729e02v7vyjoap11nvyr"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Коридор"	"Влажная уборка"	"3 раза в неделю"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu79p80301vyjoowzh3zue"
"cmgyu71r502uvvyjook3fi2bq"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Женский туалет (2 кабинки)"	"Влажная уборка"	"3 раза в неделю"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu780c02yxvyjo8genocr6"
"cmgyu6nt402lrvyjowlsnzuy9"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Борцовский зал"	"Влажная уборка"	"По необходимости 1 раз в неделю"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu78xv02zjvyjoh4n2sskr"
"cmgyu71bz02ulvyjom9wykq6u"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Кабинет/вахта"	"Влажная уборка"	"2 раза в неделю"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu76kk02xzvyjo3a7ugb75"
"cmgyu6qom02nnvyjos6lp1uf2"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Площадка для зрителей"	"Влажная уборка"	"Ежемесячно"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7btd031fvyjoxk6u6qk7"
"cmgyu6q3d02n9vyjosry41ml0"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Коридор"	"Влажная уборка"	"1 раз в день локально в течении дня"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu79p80301vyjoowzh3zue"
"cmgyu6r9w02o1vyjofd2zjopz"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Раздевалки"	"Влажная уборка"	"ежедневно по графику"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu775v02ydvyjo8bwt3shq"
"cmgyu77o502ypvyjosyxtfoj5"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Лестничный марш"	"Влажная уборка"	"1 раз в неделю По мере загрязнения."	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7apw030pvyjoo11v398n"
"cmgyu78fk02z7vyjooabmzuqu"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Зал Конференций заводоуправления"	"Влажная уборка"	"По мере загрязнения. Но не реже 1 раз в неделю"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7c2i031lvyjomaj4g3bj"
"cmgyu6w3c02r5vyjol0muud6r"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Раздевалки"	"Влажная уборка"	"По мере необходимости"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu775v02ydvyjo8bwt3shq"
"cmgyu6pi002mvvyjolmddwnfz"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Кабинет/вахта"	"Влажная уборка"	"Ежедневно 2 раза в день"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu76kk02xzvyjo3a7ugb75"
"cmgyu6w0b02r3vyjo10tl5hr2"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Кабинет/вахта"	"Влажная уборка"	"Ежедневно"	"Уборка"	"Влажная уборка"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu76kk02xzvyjo3a7ugb75"
"cmgyu6ohg02m7vyjoqpfpy6al"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Зал хореографии"	"влажная уборка в зимний период"	"1 раз в день"	"Уборка"	"влажная уборка в зимний период"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7b21030xvyjo1hz1k7rh"
"cmgyu74vm02wvvyjo6tmd0oun"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Борцовский зал"	"влажная уборка в зимний период"	"Еженедельно"	"Уборка"	"влажная уборка в зимний период"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu78xv02zjvyjoh4n2sskr"
"cmgyu6jky02j3vyjo8yersdmd"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Раздевалки"	"Влажная уборка в зимний период"	"1 раз в день"	"Уборка"	"Влажная уборка в зимний период"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu775v02ydvyjo8bwt3shq"
"cmgyu6okh02m9vyjo252b22am"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Площадка для зрителей"	"влажная уборка в летний период"	"3 раза в неделю"	"Уборка"	"влажная уборка в летний период"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7btd031fvyjoxk6u6qk7"
"cmgyu74yn02wxvyjovkbhkld7"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Раздевалки"	"влажная уборка в летний период"	"3 раза в неделю"	"Уборка"	"влажная уборка в летний период"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu775v02ydvyjo8bwt3shq"
"cmgyu6hn102htvyjoxoiqt94c"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Площадка для зрителей"	"Влажная уборка в летний период"	"При сильных загрязнениях по требованию."	"Уборка"	"Влажная уборка в летний период"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7btd031fvyjoxk6u6qk7"
"cmgyu6jnz02j5vyjovxvhc7wn"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Зал хореографии"	"Влажная уборка в летний период"	"3 раза в неделю"	"Уборка"	"Влажная уборка в летний период"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7b21030xvyjo1hz1k7rh"
"cmgyu6hjz02hrvyjon2ouhvxc"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Зал хореографии"	"Влажная уборка в летний период"	"1 раз неделю"	"Уборка"	"Влажная уборка в летний период"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7b21030xvyjo1hz1k7rh"
"cmgyu75dv02x7vyjodkdmk1ce"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Холл"	"Влажная уборка, дезинфекция пола"	"1 раз в 2 дня дневная уборка"	"Уборка"	"Влажная уборка, дезинфекция пола"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu765c02xpvyjodkfwo5w6"
"cmgyu6pl202mxvyjolze9942v"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Мужской туалет (4 кабинки)"	"Влажная уборка до 1.7 м"	"По мере необходимости"	"Уборка"	"Влажная уборка до 1.7 м"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu789h02z3vyjoypubw100"
"cmgyu6q9g02ndvyjoov5qlvox"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Большой игровой зал"	"влажная уборка до 1.7м"	"По мере загрязнения"	"Уборка"	"влажная уборка до 1.7м"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu7aao030fvyjoh0k1g83t"
"cmgyu6rcy02o3vyjotgmkeg4j"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Кабинет №1"	"Влажная уборка до 1.7м"	"1 раз в неделю по мере необходимости"	"Уборка"	"Влажная уборка до 1.7м"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu77r702yrvyjokf2pnldj"
"cmgyu6zza02tpvyjoeu183xbf"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Борцовский зал"	"Влажная уборка до 1.7м"	"По мере загрязнения, по мере доступа"	"Уборка"	"Влажная уборка до 1.7м"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu78xv02zjvyjoh4n2sskr"
"cmgyu76hi02xxvyjo0zjo6296"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"подсобка"	"Влажная уборка до 1.7м"	"2 раза в год"	"Уборка"	"Влажная уборка до 1.7м"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu79yd0307vyjo2ame446n"
"cmgyu79a002zrvyjobpqv6l6p"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Кабинет №1"	"влажная уборка (если позволяет характер загрязнения)"	"Еженедельно"	"Уборка"	"влажная уборка (если позволяет характер загрязнения)"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu77r702yrvyjokf2pnldj"
"cmgyu6i5902i5vyjoy4nhy7sl"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Кабинет №1"	"Влажная уборка или прометание (по требованию)"	"Ежемесячно"	"Уборка"	"Влажная уборка или прометание (по требованию)"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu77r702yrvyjokf2pnldj"
"cmgyu77i202ylvyjon98ocerj"	"ЗАО «ГК «Электрощит» -ТМ Самара»"	"Кабинет/вахта"	"влажная уборка локально"	"Ежемесячно"	"Уборка"	"влажная уборка локально"	"cmgyu6h1o02hfvyjoiq2a7mu3"	"cmgyu76kk02xzvyjo3a7ugb75"
